label,text
"1","Телефонное интервью с корпорацией Enron. исследовательская группа Маршалл: спасибо за столь быстрый ответ. у меня запланировано следующее интервью: среда"
"0","Ноутбук Майка"
"0","новый альбом выйдет уже завтра! не могу дождаться."
"1","Добрый день, Елена Николаевна! Не могли бы пояснить о каком имуществе идет речь и с какой целью происходит загрузка информации о нем? Данная информация необходима для определения ответственного сотрудника."
"1","резюме и свободные даты для Эми Уорд, к вашему сведению, Винс П. с. Шарлин"
"1","проект прогнозирования на нашей встрече в понедельник"
"0","Переслано: поздравляю, спасибо."
"0","цветной копировальный аппарат, спасибо за немедленный ответ. проблема, похоже, в цене. Иэн"
"1","Прошу направить форму для заполнения организационной структуры компании на планируемый 2025 год."
"1","счет за заказанные документы ниже."
"1","Прошу Вас, учитывая сжатые сроки подготовки отчетности, уточнить статус вопроса по формам и срокам отчетности."
"1","Телефонное интервью с корпорацией. исследование Доброе утро, Исследовательская группа хотела бы провести с вами телефонное интервью в удобное для вас время. это будет летняя стажировка в исследовательской группе.  пожалуйста, сообщите мне о наличии мест в понедельник"
"0","установка новых программ филипп"
"1","требуется ваше подтверждение. Ответьте на это сообщение электронной почты, чтобы подтвердить свою подписку на enl-dayupdate-txt.  ваш адрес электронной почты был введен для подписки на список рассылки enl-dayupdate-txt. однако"
"1","Конференц-связь Cera – вторник"
"1","Добрый день, Михаил Викторович! Спасибо за информацию! Пришлите пожалуйста общую таблицу за 2024г."
"1","Re: Контактный номер в Лондоне, привет, Анита"
"1","Добрый день! Жду табели за два предыдущих рабочих дня."
"0","завтра тест, подготовься!"
"1","re: посетите Enron, спасибо. в этот день я улечу из Токио"
"1","вы, вероятно, знакомы с этим форматом. 15–20 минут на презентацию, затем 20–30 минут на вопросы и ответы.  увидимся в четверг в 7:30 утра в холле отеля Sonesta на завтрак!"
"0","Из новостной службы – 5–7 мая, выпуски свежих и актуальных новостей."
"1","Кандидат от Японии!"
"0","какой у нее инструктор курса, Клэр?"
"0","медвежье давление на цены возобновится"
"0","лучше промолчать лишний раз, проблем меньше бы было."
"0","завтра едем или по домам?"
"0","Презентация торговой симуляции WTI - Комбинированный Джон"
"0","этот ураган Элана"
"1","одобрение рецензента. Обратите внимание, что ваши сотрудники предложили следующим людям заполнить форму обратной связи от их имени. вам потребуется доступ к системе управления эффективностью (pep), чтобы одобрить или отклонить предложенных рецензентов. Как только вы одобрите предложенных рецензентов, они получат уведомление и смогут приступить к заполнению формы обратной связи.  список ваших сотрудников, предложивших рецензентов, указан ниже: предложенная дата: 19 мая."
"1","вопрос об оплате путь возврата"
"1","мое резюме, привет, Габриэль."
"0","привет, идем сегодня в баскетбол играть?"
"0","есть ли отзывы о последней статье Криса?? пожалуйста, дайте мне знать, когда я смогу получить обратную связь, чтобы я мог вернуться"
"1","Расходы на исследования и разработки для gpg Дженис: вот памятка, о которой я вам говорил, относительно обвинений, которые необходимо отменить.  если у вас есть вопросы"
"1","Новая возможность на товарном рынке заключалась в том, что я конфиденциально поделился своей развивающейся концепцией крайне неэффективного некоммерческого предприятия с резко возрастающими затратами. Я считаю, что возможна коммерческая экономическая модель, которая должна обратить вспять этот стремительный рост затрат и, в конечном итоге, снизить стоимость товара, тем самым создав национальную"
"0","очень жарко, лучше посидеть дома. ты как на это смотришь?"
"1","Групповая дискуссия по риску 2000, доброе утро, джентльмены: я пойду вперед и запланирую телеконференцию на среду."
"0","вперед, Маргарет, покажи им все наконец!"
"1","исследовательский отдел. переезд, привет всем: прилагается запрос на переезд для некоторых обменов офисами в исследовательской группе на 19-м этаже. я сгруппировал их в наборы по два, которые являются обменами.  это очень срочный заказ. мы были бы признательны, если бы вы пришли к этому как можно скорее - 15 августа было бы здорово"
"1","Промежуточный отчет Гэри Хикерсону по торговле сельскохозяйственной продукцией Винс"
"0","Модель доходов поколения Мишель"
"0","как вы знаете, вчера пар не было, поэтому сегодня проведем внеплановую."
"1","спасибо за встречу со студентами университета Райса Джесси Х. Джонс окончил школу менеджмента в апреле. Студенты высоко оценили возможность пообщаться с вами. ваш взгляд и понимание и ее конкурентов помогли студентам получить гораздо больше полезной информации в интервью."
"1","Я с большим энтузиазмом отношусь к вашему интересу и возможному вкладу в создание системы крови человека 22-го века. Я приложил письмо, в котором обсуждается это начинание. Обратите внимание, что он имеет встроенную функцию автоматического выпуска на случай, если вам понадобится прекратить действие. у него также есть заявление о конфиденциальности. если это приемлемо"
"0","Да успокойся, там нормально будет, никто тебя не обидит."
"0","доброе утро, выспалась, Соня?"
"0","было здорово поговорить с тобой.  Дэйв - брошюра."
"0","счастливых праздников!  Желаю вам прекрасных праздников и счастливого Нового года со многими благословениями!"
"0","fw: к вашему сведению, подробнее о грузовиках: я бы хотел послать вам несколько статей о бизнесе с автопарковыми картами.  если у тебя есть немного времени"
"0","поздравление от вашей футбольной команды!"
"0","Я знаю классный коктейль с водкой. Мне только нужен еще дынный ликер. Где его можно купить?"
"0","вместо этого наша мастерская будет переделана."
"1","Васант: вот краткое изложение моей встречи с Крисом Германией."
"1","Я буду присутствовать на встречах, проводимых раз в два месяца. у нас всегда есть значительное количество сотрудников, вращающихся в моей группе и поддерживающих различные подразделения Enron.  Винс Камински Enron North America Corp.  От: Дэвида У. Делэйни 26 июля 2000 г. 10:17 отправлено: Кей Чепмен кому: Салли Бек / Хоу / ect @ ect"
"1","супер суббота - ужин участие не требуется, смотрите прилагаемую памятку. нам не понадобится ваше участие в пятничном ужине"
"0","Предисловие к книге Булгакова помнишь?"
"0","Я любила маму Ямен"
"0","Бесплатное и универсальное Программное обеспечение для анализа пакетов!"
"0","Завтра если получится то я тебе обязательно позвоню."
"1","Ширли: Я разговаривал со Стивом Коллинзом, менеджером по продажам в Great Divide Lodge. он согласился выплатить нам 6000 долларов. 00 при условии, что мы выполним следующие два требования: подтвердим бронирование до 31 июля, проведем мероприятие до Дня благодарения, соответствующий контактный номер — 970. 453 . 3152 Стивен Коллинз, спасибо, что работали с нами над этим.  Паула"
"1","интервью с исследовательским отделом. кандидат Раби С. де"
"1","Чарльз Шен Винс: последние новости о Чарльзе Шен: он позвонил мне сегодня утром, чтобы убедиться, что мы получили его платежную квитанцию ​​по факсу. я сказал ему, что у нас есть"
"1","Сиамская конференция, дорогой мистер менеджер."
"0","сегодня идем в новый бар в центре города. Не бойся, там хорошо и уютно."
"0","Обожаю этот город! столько всего вокруг, с ума сойти можно!"
"1","Я думаю, что правильный человек - это Ануш Фарханги.  Джон Хендерсон "
"0","очень хороший работник, но немного ленивый."
"1","Хьюстон Трип, привет, Джейдип!  Мое первое предложение состоит в том, чтобы вы приехали в Хьюстон по расписанию (о чем договорились с Уортоном почти 3 недели назад). альтернативно"
"1","Лицензионное соглашение Marketpoint Джон/Винс: Мне очень понравилась встреча на днях с вами и широким кругом ваших людей. большое спасибо за настройку"
"1","вот ваш последний состав. мы в курсе всех изменений, но данные требуют проверки."
"1","Профессиональный семинар по финансовому инжинирингу Массачусетского технологического института Винс, в четверг в 8:30"
"1","газотранспортное совещание - 16.08.00 всем привет: на среду назначена встреча между адресатами"
"1","сегодняшняя презентация нашего продукта начнется согласно плану: в бизнес-холле на 3 м этаже в 8 часов вечера по мск."
"0","Шампанское мне никогда не нравилось. Давай лучше возьмем ликер."
"1","я предпочитаю как можно скорее разработать агрегированную методологию var для металлургического бизнеса (версия la). я не хочу отравлять прогресс своим мнением"
"1","вопрос подойдет.  Джон в 11: 15 утра, 15 февраля 2001 г. - 06:00."
"0","я попробовал чурчхеллу - вкуснятина. похоже на тот самый ореховый шоколадный батончик!"
"0","надеюсь вы ответите на письмо"
"1","Вам выставлен счет за обновление статуса кредитной модели"
"0","высокочастотный анализ рыночных данных Стинсон"
"1","Контактная информация, я уеду на следующей неделе. если есть какие-либо проблемы или вопросы относительно отчета о зерне"
"0","у нас в селе большая река, но там почему-то никто не купается."
"1","творческий отпуск д-р.: этим летом я собирался связаться с вами по поводу вакансии в Enron"
"0","Отлично сыграно вчера!"
"0","Техасский университет весьма престижное место для поступления."
"1","enron: обед wefa 1 мая, не хотели бы вы присутствовать на презентации и присоединиться ко мне на обед с wefa?  любые другие предложения относительно посещаемости.  пожалуйста"
"0","продолжайте пользоваться нашим электронным журналом – обновите сегодня!"
"0","ну и к чему ты это все сказал?"
"1","последующая встреча в Уортоне, похоже, некоторые из вас будут в отпуске на следующей неделе"
"0","повышение точности оценки опционов в erms stinson"
"0","Переслано: Ли Сяо, спасибо большое"
"1","напоминание всем привет: Санди попросил меня прислать в качестве напоминания следующее: это еще одно напоминание об ответственности, которую мы, как группа, несем за уборку конференц-залов после встречи. Для многих посетителей посещение конференц-зала может быть первым и последним знакомством с компанией.  прошлый четверг"
"1","моделирование рынка электроэнергии и газа в Аргентине, окей"
"1","Новый проект требует уточнения требований. Прошу проджект менеджеров и бизнес аналитиков на этой неделе связаться с клиентом и расспросить подробнее про требования к работе микросервисов. дедлайн до 16.01"
"1","одобрение для рецензента Робертса-младшего"
"0","Сегодня было 5 уроков, с последнего нас отпустили."
"0","реакции ноябрь уже в прямом эфире реакции последний выпуск финансового журнала для мирового страхового рынка теперь доступен! ноябрьский номер ведущего мирового журнала по страхованию и перестрахованию полон новостей"
"1","Профессиональный семинар по финансовому инжинирингу Клаудио состоится в среду вечером."
"0","Полет прошел хорошо, я даже не успел заснуть."
"1","несколько муниципальных облигаций, которые вы можете посмотреть.  Я позвонил в администрацию, чтобы они посмотрели на имеющиеся в наличии на данный момент муни, которые выглядели лучше всего на данный момент, чтобы инвестировать 50 долларов."
"1","Сегодня днем ​​я работаю дома, сегодня днем ​​после 13:30 я буду работать дома. мое расширение будет перенаправлено ко мне домой. если я буду вдали от телефона и буду заботиться о своей больной матери"
"1","Результаты обследования мамолога Добровой В.В. Ознакомьтесь с результатами исследования ниже."
"0","Не выглядит это как-то слишком вульгарно, как думаешь?"
"0","тебе не кажется, что у нас слишком много выходит на празднование нг?"
"0","я за любой движ, кроме пиццы с ананасами!"
"0","поскорее бы уже убедиться в том, что жизнь не такая простая как кажется."
"1","никому не пиши об этом, это очень личное!!"
"1","Важно: изменение формата видео для телеконференций"
"1","re: Assessments-enron-reminder>пожалуйста, передайте это другим, кто, возможно, работал со студентами.  >> кому: организаторам проекта Tiger >> откуда: офис проекта по полевым приложениям > Уортонская школа > Пенсильванский университет > > re: оценки команды Tiger >> спасибо за организацию проекта команды Tiger"
"0","27 апреля, вырезки новостей, статьи из индийской прессы."
"1","Результаты обследования мамолога Гридневой О.А."
"1","статус - понятно.  я собираюсь попросить два дня отпуска"
"1","запрос на обновление программного обеспечения!"
"0","ахахаха а похоже на самом деле"
"0","да не, не может быть все так, как ты сказала."
"1","Контакты преподавателей и расписание, пожалуйста, ответьте уважаемому мистеру Саутгейту."
"0","Лучше бы ты не шел туда, не так расстроился бы."
"1","Организационное объявление Enron начинает фантастический год в этом году, поскольку мы продолжаем уверенный рост нашего оптового энергетического бизнеса и начинаем быстро развивать глобальный рынок услуг широкополосной связи премиум-класса. чтобы помочь достичь наших целей в этом бизнесе"
"0","Статус Moody до уровня великой и могущественной исследовательской группы: как вы, возможно, знаете"
"0","исследовательский микрофон, цены, адреса магазинов"
"0","Кого позовем еще? Может, твоих подруг а там и их подруг тоже))"
"1","Примечание об отзывах на конец 2000 года: вы будете получать это сообщение каждый раз, когда вас выберут в качестве рецензента.  Вы были выбраны для участия в процессе управления производительностью на конец 2000 года, предоставив содержательную обратную связь о конкретных сотрудниках.  ваши отзывы играют важную роль в процессе"
"1","Переслано: Набор сотрудников в Карнеги - Меллон Джон"
"0","спасибо за возможность, привет, Найджел."
"0","праздничная подарочная корзина, спасибо"
"1","Карл Триколи, думаю, я скоординирую свои действия с Зиминым, и после дам вам подробный отчет о наших действиях."
"1","набор сотрудников в группу по управлению погодными рисками, привет, Дим."
"1","управление рисками, протоколы выездных совещаний."
"0","отдохнуть совсем не получается - времени не хватает ("
"0","новый бизнес, серьезно? завязывай ты уже со своими темками."
"1","спасибо за новости. В чем я не уверен, так это в том, что, если какое-либо решение должно быть принято 19 мая. Мне кажется, что сделки по Мистической леди и острову Эльба уже одобрены и оформлены, но вполне вероятно, что я упускаю пару деталей."
"1","Важное сообщение от Кена Райса, Дороти"
"1","Курс финансовой математики - срочно привет!"
"1","Эрик, встреча в среду, не опаздывай."
"1","Встреча 6 декабря, дорогой г-н. Ньюман: Это подтверждение встречи 6 декабря здесь, в нашем центре.  Место проведения встречи – комната № 3212, зал Штайнберг – зал Дитрих, время проведения – с 9:00 до 11:00.  пожалуйста, дайте нам знать, если вам нужно что-нибудь еще.  мы с нетерпением ждем встречи с вами тогда.  с уважением"
"0","сегодня не стоит пытаться, рановато."
"0","Добро пожаловать на новости энергетики в прямом эфире, дорогой Винсент Камински"
"0","подходи, я уже вышла. жду тебя."
"0","Привет Людмила"
"1","важная информация о объединенном здравоохранении – прочтите, пожалуйста!  Кому: сотрудникам региона Хьюстона, участвующим в льготах по внутреннему медицинскому плану. Возможно, вы недавно получили сообщение от относительно решения о расторжении контракта с UCC в районе Хьюстона/Бомонта. В этом сообщении также были указаны имена врачей, которые будут исключены из сети из-за этого действия. Мы намерены помочь вам разобраться в ситуации.  Насколько мы понимаем, системы здравоохранения Memorial Herman запросили увеличение платы на 40% - существенное увеличение, которое было бы передано вам и Enron! когда объединенное здравоохранение попыталось договориться с встречным предложением"
"0","Говори, не стесняйся меня."
"1","Обновление по Калифорнии, 06.03.01, краткое содержание? если к 9 апреля не будет достигнуто всеобъемлющее соглашение"
"1","Конкурс бизнес-планов в Уортоне, привет, Энн!  спасибо за ваш ответ. Компания Enron рада принять участие в конкурсе бизнес-планов Wharton!  первый"
"1","еще одно дополнение от участника Энрон: пожалуйста, добавьте Дипу Маллик в список"
"1","Наша компания меняет дефолтные свопы, не торопитесь с этими документами, их нужно тщательно проверить"
"1","Встреча в КНР 11 декабря, пожалуйста, отметьте в своем календаре 11 декабря."
"0","прогноз погоды на июль, Екатеринбург."
"0","Поговорим о будущем? Или ты занят?"
"1","Техническая статья о кредитном риске, Бен. Ознакомься."
"0","Переслано: Рождественский список подойдет ли остальным?"
"0","Главное не переживай, все будет хорошо, я верю в тебя."
"0","ты видел, что они написали в комментариях? Я в шоке."
"0","очень странный мув с его стороны."
"0","это поддержка метки исследовательской группы погоды"
"1","Мы с Лизой ездили на природу, повеселились там). А ты как провел выходной?"
"0","Не знаешь, где у нас тут есть свободные теннисные корты?"
"1","мы только что разговаривали по телефону с cplex. Существуют и другие альтернативы (продукты), которые могут помочь сэкономить время и деньги. Мы с Чонави чувствуем, что это одна плавающая лицензия на разработку"
"0","на левом берегу слишком скучно, никакой инфраструктуры, сплошные дома и старье."
"0","что ты знаешь про Джона Мартина?"
"0","Мне хочется ей подарить красивую кружку, что скажешь, норм?"
"1","организационное объявление, которое поможет достичь наших бизнес-целей"
"0","Она такая очаровашка, Джим"
"1","Информация о спонсорстве финансовой конференции. Мне было бы интересно узнать, кто еще спонсирует конференцию и кто будет другими участниками дискуссии. так как это конференция первого года"
"0","Не знаю, просто сильно устаю в последнее время."
"0","Сколько у тебя пар на этой неделе?"
"1","пожалуйста , прокомментируйте приведенное ниже резюме . после того, как я их соберу"
"1","завтра меня не будет, уезжаю в командировку в Питер. Где-то на неделю."
"1","я уезжаю в ноябре в деревню, интернет будет слабый, сразу предупреждаю."
"1","разработка программы по Эконофизике Добрый день, профессора: я административный координатор корпорации. исследовательская группа.  Яннис Тсамуранис говорил с Винсом Камински о встрече с вами, чтобы обсудить разработку программы для вас.  Насколько я понял из вашего письма, вы будете доступны в среду"
"0","Стентофон доброе утро, Лиз"
"0","мне старые книги нравятся куда больше современных, не знаю..."
"1","Я тоже был в замешательстве - но я думаю, что это компьютер, который мы заказали для нового сотрудника, который придет на следующей неделе (Ракеш Бхарати). Филип, наш ИТ-специалист, сказал, что компьютер в задней комнате в EBL 972 г был очень старым и у него мало памяти, поэтому я заказал новый с обновлением, чтобы увеличить его до 196 м (это то, что сказал Филипп, нам нужно ) . Также там есть еще один компьютер, у которого мало памяти, и мы заказали для него обновление (Джейсона). Я пошел дальше и сделал это для того, чтобы они были готовы, когда придут новые сотрудники.  Морин уже получила обновление."
"1","Заказанное вами оборудование имеется в наличии. автоматическая система уведомлений"
"1","обновите свое антивирусное ПО, привет всем"
"0","работа надоедает потихоньку, но нужно двигаться дальше."
"0","модели, эй, динь. если ты помнишь"
"0","отсылка к фильму крепкий орешек. Четко!"
"1","собеседования запланированы на понедельник"
"1","Контрактное соглашение на производные энергии. Я работаю с Джоном Эмблером в Apache PR."
"1","завтра ухожу в отпуск. наконец то отдых, у меня столько планов накопилось!"
"0","Мне не понравилась та столовая. Пойдем лучше в мак."
"0","слышал новости про наш городской округ?"
"0","Модель электростанции Кен из RDI и я вместе рассмотрели его модель, и у меня есть четкое представление о том, как она происходит шаг за шагом. Я верю, что мы почти можем начать перекодирование прямо сейчас.  Мне нужен программист на языке C, знакомый с базами данных доступа.  я. е."
"1","re: тематические исследования Гарвардской школы бизнеса, Оскар — единственный, который я могу найти, — это дабол. ты все еще хочешь этого одного? Мне жаль, что у нас нет остальных. Тема: тематические исследования Гарвардской школы бизнеса Бет"
"0","новый мод в майне видел? По мне полная фигня!"
"0","жизненно! не могу перестать смеяться!"
"0","тебе нужно связаться с Яной. Она ждет твоего сообщения!"
"0","Как твои оценки? Не скатился до троечника?"
"1","Информация о сроках: теперь доступен сегодня важный день! сегодня утром"
"1","Re: Телефонное интервью с исследовательской группой Enron. Мне пришлось перенести интервью с Ниной Книрел на завтра. Ниже приводится новое расписание.  Зимин Лу и Таня Тамарченко 15:30-16:00 Стинсон Гибнер 16:00-16:30 Ее рейс прибудет только в полдень."
"1","Кевин просил о встрече, я сказала, что ты придешь."
"0","пробовала когда-нибудь тыквенный латте? Весьма вкусно, на удивление."
"1","Обратите внимание, что мой адрес электронной почты был изменен на: jhanley@riskwaters.com, пожалуйста, обновите свои адресные книги."
"1","Процесс ценообразования для субподрядчика."
"1","Спонсорство конференции – это здорово. я занесу это в календарь."
"0","У вас в школе есть летняя практика? За нее можно получить деньги."
"1","визит (резюме) господин Георгиевич"
"0","если вы нанимаете административных или канцелярских временных сотрудников"
"0","Курс математики для Райса: Гектор Винс"
"0","Говорить красиво явно твой конек! Я тобой горжусь!"
"1","интервью с исследовательской группой Enron-ответ-ответ марка: приятно это слышать! Я думаю, тебе стоит поговорить с Морин Рэймонд - Кастанеда"
"0","ужин в эту пятницу. в Лондоне?"
"1","Риск Бостон, пожалуйста, прочитайте прилагаемую важную информацию.  ?  Спасибо  ?  С уважением, Катриона Клоуз, координатор конференции, тел. +44 (0) 20 7484 9864-чейз. док"
"1","Раби де, телефонное интервью, Ширли"
"1","презентация экзотических опционов, поскольку презентация пронизана ошибками"
"1","срочный: опрос по программе воздействия и влияния руководителей * * * напоминание * * * мы еще не получили ваших отзывов. ваш вклад очень ценен и должен быть включен в сводный отчет участника"
"1","супер субботние изменения - обновление, я уверен, что все вы видели уведомление, отправленное сегодня утром от Шарлин Джексон"
"1","re: вопрос по программному обеспечению Power Flow, спасибо. Я сообщу Уолтеру, если он позвонит. я просто хотел убедиться, что все сделано правильно."
"1","Обновление по Калифорнии от 31 января 2001 г. Пожалуйста, не стесняйтесь обращаться к Роберту Джонстону (x 39934) или Кристин Уолш (x 39510) с дополнительными вопросами.  Резюме Уже сегодня может быть сделано объявление о первой волне долгосрочных контрактов (цена и срок).  Угроза банкротства значительно уменьшается, поскольку Дэвис вынашивает план по 1) принятию решения суда о повышении ставок и 2) выпуску доходных облигаций.  Результаты аудита уже подведены, и возникают вопросы по поводу суммы средств, переданных материнским компаниям. Ожидается, что Дэвис будет использовать угрозу «бесконечных апелляций» в судах и возможную инициативу голосования в ноябре, чтобы оказать давление на материнские компании, чтобы они выплатили часть долга за коммунальные услуги."
"0","это поддержка метки группы погоды"
"1","Вопрос: конвергенция исследовательской модели. Мне было интересно узнать, насколько точность нашей модели кредитных резервов зависит от количества симуляций, которые мы используем. этот вопрос"
"0","понедельник, 4 сентября 2000 г. > понедельник, 4 сентября 2000 г. > > рандеву в Монте-Карло - ваш репортер из реакций"
"1","Изменение графика собеседования для Брюса Джеймса Шона"
"0","привет, Морин, на сколько дней ты приедешь? в дополнение к паре дней, которые ты проведешь в Брук Ханте"
"1","Европейская конференция FMA 2001 года, это нормально. Я не хотел ничего менять, пока не услышал от вас, ребята. увидимся!  Джон в 11:06, 28.11.00 - 06:00."
"0","Хороший день чтобы поехать кататься на велосипедах, а?"
"1","я понимаю, что у некоторых хостов были проблемы с доступом к базе данных для завершения оценок команды Tiger. Приношу извинения за трудности и прилагаю форму для вашего удобства. пожалуйста, не стесняйтесь вернуть его в электронном виде или по факсу (215-573-5727).  еще раз спасибо за ваше время.  Донна Пьяцце, программный директор, прикладной проект Уортонского школьного университета. Пенсильвания"
"0","речь Кена Лэя 1 доллар. Снижение налогов на 3 триллиона, которое часто цитируется в прессе, рассчитано на более чем 10 лет."
"1","Ваше одобрение просрочено: запрос на доступ этот запрос ожидает вашего одобрения уже 9 дней. Идентификатор запроса Дата создания запроса: 27.09.00 9:18:21 Запрошен для:"
"0","ааааа, ты видела ту новую сумку на вб!!! Это просто шок."
"1","Кин Цо — кандидат на прямой наем, Винс"
"1","Конгресс финансового общества бакалавров"
"1","Лондонская исследовательская группа примет вас в четверг. будет оффлайн разговор."
"0","Бэйлор профессор обедает, Бет"
"1","Встреча по профилю клиентов Боба Шульца запланирована в Атланте"
"1","Встреча подтверждена: mit/aa новая исследовательская лаборатория стоимости, это подтвердит встречу, запрошенную ниже. пожалуйста, обрати внимание"
"1","Встреча в КНР, привет всем: похоже, пятница"
"1","Совещание по профилированию клиентов - поправка Боб Шульц запланирован в Атланте"
"1","оценка кандидата Барбары Пирс Патрисии на позицию младшего программиста."
"1","* специальное уведомление * Аврора версия 5 . 5 выпуск"
"0","Здорово, так держать!"
"0","зайдешь сегодня в гости? я приготовлю карри, очень вкусное блюдо!"
"0","экономику сдал? я слышал, препод прям валил на зачете."
"0","re: привет от Винса Камински из Enron, здорово, что вы участвуете в программе 23 shmuel s. Орен"
"1","визит в Хьюстон откладывается на неопределенный срок"
"0","рискните связаться со Стивом"
"0","Это звучит хорошо для меня"
"1","выездная встреча - - отличный домик - - список приглашенных гостей, привет, Шерил"
"0","Брифинг Роберта Джонстона о металлах Винс"
"0","re: Настройка портфелей и книг из Великобритании в Risktrac Навин и Мэтью"
